date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Revenue,,
01-Jul-22,Mizoram,4-Wheelers,0,319,"₹ 47,85,00,000.00",,
01-Jul-22,Nagaland,2-Wheelers,0,505,"₹ 4,29,25,000.00",,
01-Jul-22,Nagaland,4-Wheelers,0,591,"₹ 88,65,00,000.00",,
01-Jul-22,Tripura,4-Wheelers,0,402,"₹ 60,30,00,000.00",,
01-Aug-22,Andaman & Nicobar Island,2-Wheelers,0,398,"₹ 3,38,30,000.00",,
01-Aug-22,Andaman & Nicobar Island,4-Wheelers,0,154,"₹ 23,10,00,000.00",,
01-Aug-22,Arunachal Pradesh,2-Wheelers,0,1244,"₹ 10,57,40,000.00",,
01-Aug-22,Arunachal Pradesh,4-Wheelers,0,866,"₹ 1,29,90,00,000.00",,
01-Aug-22,Ladakh,2-Wheelers,0,222,"₹ 1,88,70,000.00",,
01-Aug-22,Manipur,4-Wheelers,0,623,"₹ 93,45,00,000.00",,
01-Aug-22,Meghalaya,4-Wheelers,0,1120,"₹ 1,68,00,00,000.00",,
01-Aug-22,Mizoram,4-Wheelers,0,408,"₹ 61,20,00,000.00",,
01-Aug-22,Nagaland,2-Wheelers,0,554,"₹ 4,70,90,000.00",,
01-Aug-22,Nagaland,4-Wheelers,0,844,"₹ 1,26,60,00,000.00",,
01-Aug-22,Tripura,4-Wheelers,0,403,"₹ 60,45,00,000.00",,
01-Sep-22,Andaman & Nicobar Island,2-Wheelers,0,484,"₹ 4,11,40,000.00",,
01-Sep-22,Andaman & Nicobar Island,4-Wheelers,0,128,"₹ 19,20,00,000.00",,
01-Sep-22,Arunachal Pradesh,2-Wheelers,0,1068,"₹ 9,07,80,000.00",,
01-Sep-22,Arunachal Pradesh,4-Wheelers,0,931,"₹ 1,39,65,00,000.00",,
01-Sep-22,Ladakh,2-Wheelers,0,30,"₹ 25,50,000.00",,
01-Sep-22,Ladakh,4-Wheelers,0,189,"₹ 28,35,00,000.00",,
01-Sep-22,Manipur,4-Wheelers,0,820,"₹ 1,23,00,00,000.00",,
01-Sep-22,Mizoram,4-Wheelers,0,379,"₹ 56,85,00,000.00",,
01-Sep-22,Nagaland,2-Wheelers,0,589,"₹ 5,00,65,000.00",,
01-Sep-22,Nagaland,4-Wheelers,0,780,"₹ 1,17,00,00,000.00",,
01-Sep-22,Tripura,4-Wheelers,0,465,"₹ 69,75,00,000.00",,
01-Oct-22,Andaman & Nicobar Island,2-Wheelers,0,409,"₹ 3,47,65,000.00",,
01-Oct-22,Andaman & Nicobar Island,4-Wheelers,0,144,"₹ 21,60,00,000.00",,
01-Oct-22,Arunachal Pradesh,2-Wheelers,0,850,"₹ 7,22,50,000.00",,
01-Oct-22,Arunachal Pradesh,4-Wheelers,0,741,"₹ 1,11,15,00,000.00",,
01-Oct-22,Ladakh,2-Wheelers,0,27,"₹ 22,95,000.00",,
01-Oct-22,Ladakh,4-Wheelers,0,264,"₹ 39,60,00,000.00",,
01-Oct-22,Manipur,4-Wheelers,0,596,"₹ 89,40,00,000.00",,
01-Oct-22,Mizoram,4-Wheelers,0,362,"₹ 54,30,00,000.00",,
01-Oct-22,Nagaland,2-Wheelers,0,374,"₹ 3,17,90,000.00",,
01-Oct-22,Nagaland,4-Wheelers,0,690,"₹ 1,03,50,00,000.00",,
01-Oct-22,Tripura,4-Wheelers,0,416,"₹ 62,40,00,000.00",,
01-Nov-22,Arunachal Pradesh,2-Wheelers,0,1251,"₹ 10,63,35,000.00",,
01-Nov-22,Arunachal Pradesh,4-Wheelers,0,971,"₹ 1,45,65,00,000.00",,
01-Nov-22,Jammu and Kashmir,4-Wheelers,0,4102,"₹ 6,15,30,00,000.00",,
01-Nov-22,Ladakh,2-Wheelers,0,23,"₹ 19,55,000.00",,
01-Nov-22,Ladakh,4-Wheelers,0,244,"₹ 36,60,00,000.00",,
01-Nov-22,Manipur,4-Wheelers,0,1569,"₹ 2,35,35,00,000.00",,
01-Nov-22,Meghalaya,4-Wheelers,0,1158,"₹ 1,73,70,00,000.00",,
01-Nov-22,Mizoram,4-Wheelers,0,378,"₹ 56,70,00,000.00",,
01-Nov-22,Nagaland,2-Wheelers,0,447,"₹ 3,79,95,000.00",,
01-Nov-22,Nagaland,4-Wheelers,0,724,"₹ 1,08,60,00,000.00",,
01-Nov-22,Punjab,4-Wheelers,0,8875,"₹ 13,31,25,00,000.00",,
01-Nov-22,Tripura,4-Wheelers,0,410,"₹ 61,50,00,000.00",,
01-Dec-22,Arunachal Pradesh,4-Wheelers,0,865,"₹ 1,29,75,00,000.00",,
01-Dec-22,Ladakh,2-Wheelers,0,16,"₹ 13,60,000.00",,
01-Dec-22,Ladakh,4-Wheelers,0,144,"₹ 21,60,00,000.00",,
01-Dec-22,Manipur,4-Wheelers,0,1478,"₹ 2,21,70,00,000.00",,
01-Dec-22,Meghalaya,4-Wheelers,0,1150,"₹ 1,72,50,00,000.00",,
01-Dec-22,Mizoram,4-Wheelers,0,445,"₹ 66,75,00,000.00",,
01-Dec-22,Nagaland,2-Wheelers,0,369,"₹ 3,13,65,000.00",,
01-Dec-22,Nagaland,4-Wheelers,0,490,"₹ 73,50,00,000.00",,
01-Dec-22,Tripura,4-Wheelers,0,385,"₹ 57,75,00,000.00",,
01-Jan-23,Andaman & Nicobar Island,2-Wheelers,0,373,"₹ 3,17,05,000.00",,
01-Jan-23,Andaman & Nicobar Island,4-Wheelers,0,153,"₹ 22,95,00,000.00",,
01-Jan-23,Arunachal Pradesh,2-Wheelers,0,718,"₹ 6,10,30,000.00",,
01-Jan-23,Arunachal Pradesh,4-Wheelers,0,966,"₹ 1,44,90,00,000.00",,
01-Jan-23,Ladakh,4-Wheelers,0,92,"₹ 13,80,00,000.00",,
01-Jan-23,Mizoram,4-Wheelers,0,476,"₹ 71,40,00,000.00",,
01-Jan-23,Nagaland,2-Wheelers,0,432,"₹ 3,67,20,000.00",,
01-Jan-23,Nagaland,4-Wheelers,0,545,"₹ 81,75,00,000.00",,
01-Jan-23,Punjab,4-Wheelers,0,11608,"₹ 17,41,20,00,000.00",,
01-Jan-23,Tripura,4-Wheelers,0,399,"₹ 59,85,00,000.00",,
01-Feb-23,Andaman & Nicobar Island,2-Wheelers,0,346,"₹ 2,94,10,000.00",,
01-Feb-23,Andaman & Nicobar Island,4-Wheelers,0,148,"₹ 22,20,00,000.00",,
01-Feb-23,Arunachal Pradesh,2-Wheelers,0,816,"₹ 6,93,60,000.00",,
01-Feb-23,Arunachal Pradesh,4-Wheelers,0,840,"₹ 1,26,00,00,000.00",,
01-Feb-23,Ladakh,2-Wheelers,0,5,"₹ 4,25,000.00",,
01-Feb-23,Ladakh,4-Wheelers,0,49,"₹ 7,35,00,000.00",,
01-Feb-23,Meghalaya,4-Wheelers,0,1002,"₹ 1,50,30,00,000.00",,
01-Feb-23,Mizoram,4-Wheelers,0,337,"₹ 50,55,00,000.00",,
01-Feb-23,Nagaland,2-Wheelers,0,375,"₹ 3,18,75,000.00",,
01-Feb-23,Nagaland,4-Wheelers,0,806,"₹ 1,20,90,00,000.00",,
01-Feb-23,Tripura,4-Wheelers,0,328,"₹ 49,20,00,000.00",,
01-Mar-23,Arunachal Pradesh,2-Wheelers,0,1131,"₹ 9,61,35,000.00",,
01-Mar-23,Arunachal Pradesh,4-Wheelers,0,1048,"₹ 1,57,20,00,000.00",,
01-Mar-23,Ladakh,2-Wheelers,0,30,"₹ 25,50,000.00",,
01-Mar-23,Ladakh,4-Wheelers,0,59,"₹ 8,85,00,000.00",,
01-Mar-23,Manipur,4-Wheelers,0,320,"₹ 48,00,00,000.00",,
01-Mar-23,Meghalaya,4-Wheelers,0,1369,"₹ 2,05,35,00,000.00",,
01-Mar-23,Mizoram,4-Wheelers,0,433,"₹ 64,95,00,000.00",,
01-Mar-23,Nagaland,2-Wheelers,0,693,"₹ 5,89,05,000.00",,
01-Mar-23,Nagaland,4-Wheelers,0,820,"₹ 1,23,00,00,000.00",,
01-Apr-23,Andaman & Nicobar Island,2-Wheelers,0,325,"₹ 2,76,25,000.00",,
01-Apr-23,Arunachal Pradesh,2-Wheelers,0,971,"₹ 8,25,35,000.00",,
01-Apr-23,Ladakh,2-Wheelers,0,43,"₹ 36,55,000.00",,
01-Apr-23,Ladakh,4-Wheelers,0,219,"₹ 32,85,00,000.00",,
01-Apr-23,Manipur,4-Wheelers,0,942,"₹ 1,41,30,00,000.00",,
01-Apr-23,Mizoram,4-Wheelers,0,336,"₹ 50,40,00,000.00",,
01-Apr-23,Nagaland,2-Wheelers,0,560,"₹ 4,76,00,000.00",,
01-May-23,Andaman & Nicobar Island,2-Wheelers,0,436,"₹ 3,70,60,000.00",,
01-May-23,Andaman & Nicobar Island,4-Wheelers,0,150,"₹ 22,50,00,000.00",,
01-May-23,Arunachal Pradesh,4-Wheelers,0,1132,"₹ 1,69,80,00,000.00",,
01-May-23,Ladakh,4-Wheelers,0,364,"₹ 54,60,00,000.00",,
01-May-23,Mizoram,4-Wheelers,0,382,"₹ 57,30,00,000.00",,
01-May-23,Nagaland,2-Wheelers,0,610,"₹ 5,18,50,000.00",,
01-May-23,Nagaland,4-Wheelers,0,796,"₹ 1,19,40,00,000.00",,
01-Jun-23,Andaman & Nicobar Island,2-Wheelers,0,373,"₹ 3,17,05,000.00",,
01-Jun-23,Arunachal Pradesh,2-Wheelers,0,1141,"₹ 9,69,85,000.00",,
01-Jun-23,Arunachal Pradesh,4-Wheelers,0,1089,"₹ 1,63,35,00,000.00",,
01-Jun-23,Ladakh,4-Wheelers,0,304,"₹ 45,60,00,000.00",,
01-Jun-23,Manipur,4-Wheelers,0,220,"₹ 33,00,00,000.00",,
01-Jun-23,Mizoram,4-Wheelers,0,383,"₹ 57,45,00,000.00",,
01-Jun-23,Nagaland,2-Wheelers,0,650,"₹ 5,52,50,000.00",,
01-Jun-23,Nagaland,4-Wheelers,0,620,"₹ 93,00,00,000.00",,
01-Jul-23,Andaman & Nicobar Island,2-Wheelers,0,424,"₹ 3,60,40,000.00",,
01-Jul-23,Arunachal Pradesh,2-Wheelers,0,1315,"₹ 11,17,75,000.00",,
01-Jul-23,Ladakh,4-Wheelers,0,301,"₹ 45,15,00,000.00",,
01-Jul-23,Mizoram,4-Wheelers,0,439,"₹ 65,85,00,000.00",,
01-Aug-23,Andaman & Nicobar Island,2-Wheelers,0,477,"₹ 4,05,45,000.00",,
01-Aug-23,Arunachal Pradesh,2-Wheelers,0,1292,"₹ 10,98,20,000.00",,
01-Aug-23,Ladakh,2-Wheelers,0,63,"₹ 53,55,000.00",,
01-Aug-23,Ladakh,4-Wheelers,0,278,"₹ 41,70,00,000.00",,
01-Aug-23,Mizoram,4-Wheelers,0,410,"₹ 61,50,00,000.00",,
01-Aug-23,Nagaland,2-Wheelers,0,592,"₹ 5,03,20,000.00",,
01-Aug-23,Nagaland,4-Wheelers,0,760,"₹ 1,14,00,00,000.00",,
01-Sep-23,Andaman & Nicobar Island,2-Wheelers,0,379,"₹ 3,22,15,000.00",,
01-Sep-23,Arunachal Pradesh,2-Wheelers,0,1274,"₹ 10,82,90,000.00",,
01-Sep-23,Ladakh,2-Wheelers,0,40,"₹ 34,00,000.00",,
01-Sep-23,Ladakh,4-Wheelers,0,211,"₹ 31,65,00,000.00",,
01-Sep-23,Manipur,2-Wheelers,0,426,"₹ 3,62,10,000.00",,
01-Sep-23,Manipur,4-Wheelers,0,239,"₹ 35,85,00,000.00",,
01-Sep-23,Mizoram,4-Wheelers,0,415,"₹ 62,25,00,000.00",,
01-Sep-23,Nagaland,4-Wheelers,0,654,"₹ 98,10,00,000.00",,
01-Oct-23,Arunachal Pradesh,2-Wheelers,0,1281,"₹ 10,88,85,000.00",,
01-Oct-23,Ladakh,2-Wheelers,0,33,"₹ 28,05,000.00",,
01-Oct-23,Ladakh,4-Wheelers,0,187,"₹ 28,05,00,000.00",,
01-Oct-23,Mizoram,4-Wheelers,0,453,"₹ 67,95,00,000.00",,
01-Oct-23,Nagaland,2-Wheelers,0,471,"₹ 4,00,35,000.00",,
01-Oct-23,Nagaland,4-Wheelers,0,743,"₹ 1,11,45,00,000.00",,
01-Nov-23,Arunachal Pradesh,2-Wheelers,0,1458,"₹ 12,39,30,000.00",,
01-Nov-23,Ladakh,2-Wheelers,0,39,"₹ 33,15,000.00",,
01-Nov-23,Ladakh,4-Wheelers,0,166,"₹ 24,90,00,000.00",,
01-Nov-23,Mizoram,4-Wheelers,0,531,"₹ 79,65,00,000.00",,
01-Dec-23,Ladakh,2-Wheelers,0,7,"₹ 5,95,000.00",,
01-Dec-23,Ladakh,4-Wheelers,0,144,"₹ 21,60,00,000.00",,
01-Dec-23,Mizoram,4-Wheelers,0,568,"₹ 85,20,00,000.00",,
01-Dec-23,Nagaland,2-Wheelers,0,421,"₹ 3,57,85,000.00",,
01-Dec-23,Nagaland,4-Wheelers,0,562,"₹ 84,30,00,000.00",,
01-Jan-24,Arunachal Pradesh,2-Wheelers,0,995,"₹ 8,45,75,000.00",,
01-Jan-24,Nagaland,2-Wheelers,0,505,"₹ 4,29,25,000.00",,
01-Jan-24,Ladakh,4-Wheelers,0,141,"₹ 21,15,00,000.00",,
01-Jan-24,Andaman & Nicobar,4-Wheelers,0,177,"₹ 26,55,00,000.00",,
01-Jan-24,Nagaland,4-Wheelers,0,877,"₹ 1,31,55,00,000.00",,
01-Feb-24,Arunachal Pradesh,2-Wheelers,0,1117,"₹ 9,49,45,000.00",,
01-Feb-24,Nagaland,2-Wheelers,0,763,"₹ 6,48,55,000.00",,
01-Feb-24,Ladakh,2-Wheelers,0,4,"₹ 3,40,000.00",,
01-Feb-24,Mizoram,4-Wheelers,0,494,"₹ 74,10,00,000.00",,
01-Feb-24,Ladakh,4-Wheelers,0,47,"₹ 7,05,00,000.00",,
01-Mar-24,Arunachal Pradesh,2-Wheelers,0,1259,"₹ 10,70,15,000.00",,
01-Mar-24,Ladakh,2-Wheelers,0,11,"₹ 9,35,000.00",,
01-Mar-24,Mizoram,4-Wheelers,0,463,"₹ 69,45,00,000.00",,
01-Mar-24,Nagaland,4-Wheelers,0,1336,"₹ 2,00,40,00,000.00",,
01-Mar-24,Ladakh,4-Wheelers,0,81,"₹ 12,15,00,000.00",,
01-Apr-21,DNH and DD,2-Wheelers,1,657,"₹ 5,58,45,000.00",,
01-Apr-21,Himachal Pradesh,4-Wheelers,1,3544,"₹ 5,31,60,00,000.00",,
01-Apr-21,Meghalaya,4-Wheelers,1,930,"₹ 1,39,50,00,000.00",,
01-May-21,Chandigarh,4-Wheelers,1,413,"₹ 61,95,00,000.00",,
01-May-21,Haryana,4-Wheelers,1,4373,"₹ 6,55,95,00,000.00",,
01-May-21,Himachal Pradesh,4-Wheelers,1,1503,"₹ 2,25,45,00,000.00",,
01-May-21,Jharkhand,4-Wheelers,1,2290,"₹ 3,43,50,00,000.00",,
01-May-21,Madhya Pradesh,2-Wheelers,1,6302,"₹ 53,56,70,000.00",,
01-May-21,Meghalaya,4-Wheelers,1,88,"₹ 13,20,00,000.00",,
01-Jun-21,Assam,4-Wheelers,1,3842,"₹ 5,76,30,00,000.00",,
01-Jun-21,DNH and DD,4-Wheelers,1,234,"₹ 35,10,00,000.00",,
01-Jun-21,Himachal Pradesh,4-Wheelers,1,3193,"₹ 4,78,95,00,000.00",,
01-Jun-21,Jammu and Kashmir,4-Wheelers,1,4469,"₹ 6,70,35,00,000.00",,
01-Jun-21,Tripura,2-Wheelers,1,1523,"₹ 12,94,55,000.00",,
01-Jul-21,Jammu and Kashmir,4-Wheelers,1,5336,"₹ 8,00,40,00,000.00",,
01-Jul-21,Meghalaya,4-Wheelers,1,759,"₹ 1,13,85,00,000.00",,
01-Aug-21,Andaman & Nicobar Island,4-Wheelers,1,110,"₹ 16,50,00,000.00",,
01-Aug-21,Puducherry,4-Wheelers,1,837,"₹ 1,25,55,00,000.00",,
01-Sep-21,DNH and DD,2-Wheelers,1,666,"₹ 5,66,10,000.00",,
01-Sep-21,Himachal Pradesh,4-Wheelers,1,3379,"₹ 5,06,85,00,000.00",,
01-Sep-21,Jammu and Kashmir,4-Wheelers,1,3773,"₹ 5,65,95,00,000.00",,
01-Sep-21,Nagaland,2-Wheelers,1,578,"₹ 4,91,30,000.00",,
01-Oct-21,Andaman & Nicobar Island,4-Wheelers,1,70,"₹ 10,50,00,000.00",,
01-Oct-21,DNH and DD,2-Wheelers,1,628,"₹ 5,33,80,000.00",,
01-Oct-21,DNH and DD,4-Wheelers,1,333,"₹ 49,95,00,000.00",,
01-Oct-21,Himachal Pradesh,4-Wheelers,1,3201,"₹ 4,80,15,00,000.00",,
01-Nov-21,DNH and DD,2-Wheelers,1,938,"₹ 7,97,30,000.00",,
01-Nov-21,Puducherry,4-Wheelers,1,532,"₹ 79,80,00,000.00",,
01-Dec-21,Andaman & Nicobar Island,4-Wheelers,1,122,"₹ 18,30,00,000.00",,
01-Dec-21,DNH and DD,4-Wheelers,1,336,"₹ 50,40,00,000.00",,
01-Dec-21,Himachal Pradesh,4-Wheelers,1,4105,"₹ 6,15,75,00,000.00",,
01-Dec-21,Tripura,2-Wheelers,1,3579,"₹ 30,42,15,000.00",,
01-Feb-22,DNH and DD,4-Wheelers,1,354,"₹ 53,10,00,000.00",,
01-Feb-22,Meghalaya,4-Wheelers,1,917,"₹ 1,37,55,00,000.00",,
01-Mar-22,DNH and DD,4-Wheelers,1,355,"₹ 53,25,00,000.00",,
01-Apr-22,Andaman & Nicobar Island,4-Wheelers,1,147,"₹ 22,05,00,000.00",,
01-Apr-22,DNH and DD,4-Wheelers,1,431,"₹ 64,65,00,000.00",,
01-Apr-22,Manipur,2-Wheelers,1,1246,"₹ 10,59,10,000.00",,
01-Apr-22,Manipur,4-Wheelers,1,813,"₹ 1,21,95,00,000.00",,
01-Apr-22,Meghalaya,4-Wheelers,1,860,"₹ 1,29,00,00,000.00",,
01-May-22,DNH and DD,4-Wheelers,1,374,"₹ 56,10,00,000.00",,
01-May-22,Mizoram,2-Wheelers,1,1638,"₹ 13,92,30,000.00",,
01-May-22,Nagaland,2-Wheelers,1,514,"₹ 4,36,90,000.00",,
01-Jun-22,DNH and DD,2-Wheelers,1,767,"₹ 6,51,95,000.00",,
01-Jun-22,Meghalaya,4-Wheelers,1,1087,"₹ 1,63,05,00,000.00",,
01-Jul-22,Arunachal Pradesh,4-Wheelers,1,947,"₹ 1,42,05,00,000.00",,
01-Jul-22,Ladakh,4-Wheelers,1,285,"₹ 42,75,00,000.00",,
01-Jul-22,Mizoram,2-Wheelers,1,1427,"₹ 12,12,95,000.00",,
01-Aug-22,DNH and DD,4-Wheelers,1,303,"₹ 45,45,00,000.00",,
01-Sep-22,DNH and DD,4-Wheelers,1,390,"₹ 58,50,00,000.00",,
01-Sep-22,Manipur,2-Wheelers,1,2473,"₹ 21,02,05,000.00",,
01-Sep-22,Meghalaya,2-Wheelers,1,1719,"₹ 14,61,15,000.00",,
01-Oct-22,Meghalaya,4-Wheelers,1,1188,"₹ 1,78,20,00,000.00",,
01-Nov-22,Andaman & Nicobar Island,4-Wheelers,1,159,"₹ 23,85,00,000.00",,
01-Dec-22,Arunachal Pradesh,2-Wheelers,1,925,"₹ 7,86,25,000.00",,
01-Dec-22,Meghalaya,2-Wheelers,1,1180,"₹ 10,03,00,000.00",,
01-Dec-22,Punjab,4-Wheelers,1,13085,"₹ 19,62,75,00,000.00",,
01-Jan-23,DNH and DD,4-Wheelers,1,360,"₹ 54,00,00,000.00",,
01-Jan-23,Ladakh,2-Wheelers,1,20,"₹ 17,00,000.00",,
01-Jan-23,Meghalaya,4-Wheelers,1,1271,"₹ 1,90,65,00,000.00",,
01-Mar-23,Andaman & Nicobar Island,2-Wheelers,1,373,"₹ 3,17,05,000.00",,
01-Mar-23,Andaman & Nicobar Island,4-Wheelers,1,162,"₹ 24,30,00,000.00",,
01-Mar-23,Meghalaya,2-Wheelers,1,1907,"₹ 16,20,95,000.00",,
01-Apr-23,Andaman & Nicobar Island,4-Wheelers,1,122,"₹ 18,30,00,000.00",,
01-Apr-23,Arunachal Pradesh,4-Wheelers,1,892,"₹ 1,33,80,00,000.00",,
01-Apr-23,DNH and DD,4-Wheelers,1,407,"₹ 61,05,00,000.00",,
01-Apr-23,Nagaland,4-Wheelers,1,687,"₹ 1,03,05,00,000.00",,
01-Apr-23,Tripura,4-Wheelers,1,299,"₹ 44,85,00,000.00",,
01-May-23,Arunachal Pradesh,2-Wheelers,1,1193,"₹ 10,14,05,000.00",,
01-Jun-23,Andaman & Nicobar Island,4-Wheelers,1,136,"₹ 20,40,00,000.00",,
01-Jun-23,DNH and DD,4-Wheelers,1,370,"₹ 55,50,00,000.00",,
01-Jun-23,Meghalaya,2-Wheelers,1,1969,"₹ 16,73,65,000.00",,
01-Jul-23,Ladakh,2-Wheelers,1,117,"₹ 99,45,000.00",,
01-Jul-23,Nagaland,2-Wheelers,1,599,"₹ 5,09,15,000.00",,
01-Jul-23,Nagaland,4-Wheelers,1,739,"₹ 1,10,85,00,000.00",,
01-Aug-23,DNH and DD,4-Wheelers,1,357,"₹ 53,55,00,000.00",,
01-Sep-23,Andaman & Nicobar Island,4-Wheelers,1,148,"₹ 22,20,00,000.00",,
01-Sep-23,Nagaland,2-Wheelers,1,531,"₹ 4,51,35,000.00",,
01-Oct-23,Andaman & Nicobar Island,2-Wheelers,1,404,"₹ 3,43,40,000.00",,
01-Oct-23,Andaman & Nicobar Island,4-Wheelers,1,191,"₹ 28,65,00,000.00",,
01-Oct-23,Meghalaya,2-Wheelers,1,1776,"₹ 15,09,60,000.00",,
01-Oct-23,Meghalaya,4-Wheelers,1,1354,"₹ 2,03,10,00,000.00",,
01-Nov-23,Andaman & Nicobar Island,4-Wheelers,1,170,"₹ 25,50,00,000.00",,
01-Nov-23,Nagaland,2-Wheelers,1,634,"₹ 5,38,90,000.00",,
01-Nov-23,Nagaland,4-Wheelers,1,860,"₹ 1,29,00,00,000.00",,
01-Dec-23,Meghalaya,2-Wheelers,1,1518,"₹ 12,90,30,000.00",,
01-Dec-23,Meghalaya,4-Wheelers,1,1060,"₹ 1,59,00,00,000.00",,
01-Jan-24,Mizoram,4-Wheelers,1,513,"₹ 76,95,00,000.00",,
01-Jan-24,Meghalaya,4-Wheelers,1,1429,"₹ 2,14,35,00,000.00",,
01-Feb-24,Andaman & Nicobar Island,4-Wheelers,1,181,"₹ 27,15,00,000.00",,
01-Feb-24,Nagaland,4-Wheelers,1,822,"₹ 1,23,30,00,000.00",,
01-Mar-24,Andaman & Nicobar Island,4-Wheelers,1,158,"₹ 23,70,00,000.00",,
01-Mar-24,Arunachal Pradesh,4-Wheelers,1,1081,"₹ 1,62,15,00,000.00",,
01-Apr-21,Andaman & Nicobar Island,4-Wheelers,9,168,"₹ 25,20,00,000.00",,
01-Apr-21,Andhra Pradesh,4-Wheelers,26,7837,"₹ 11,75,55,00,000.00",,
01-Apr-21,Bihar,4-Wheelers,4,5731,"₹ 8,59,65,00,000.00",,
01-Apr-21,Chandigarh,4-Wheelers,2,1426,"₹ 2,13,90,00,000.00",,
01-Apr-21,Delhi,4-Wheelers,61,8076,"₹ 12,11,40,00,000.00",,
01-Apr-21,Goa,4-Wheelers,8,1442,"₹ 2,16,30,00,000.00",,
01-Apr-21,Gujarat,4-Wheelers,44,17386,"₹ 26,07,90,00,000.00",,
01-Apr-21,Haryana,4-Wheelers,3,15476,"₹ 23,21,40,00,000.00",,
01-Apr-21,Jharkhand,4-Wheelers,3,3425,"₹ 5,13,75,00,000.00",,
01-Apr-21,Karnataka,4-Wheelers,90,16864,"₹ 25,29,60,00,000.00",,
01-Apr-21,Kerala,4-Wheelers,132,23660,"₹ 35,49,00,00,000.00",,
01-Apr-21,Madhya Pradesh,4-Wheelers,2,5356,"₹ 8,03,40,00,000.00",,
01-Apr-21,Maharashtra,4-Wheelers,96,16829,"₹ 25,24,35,00,000.00",,
01-Apr-21,Odisha,4-Wheelers,5,5101,"₹ 7,65,15,00,000.00",,
01-Apr-21,Punjab,4-Wheelers,4,8955,"₹ 13,43,25,00,000.00",,
01-Apr-21,Rajasthan,4-Wheelers,22,10647,"₹ 15,97,05,00,000.00",,
01-Apr-21,Tamil Nadu,4-Wheelers,75,18826,"₹ 28,23,90,00,000.00",,
01-Apr-21,Uttar Pradesh,4-Wheelers,4,23056,"₹ 34,58,40,00,000.00",,
01-Apr-21,Uttarakhand,4-Wheelers,10,2728,"₹ 4,09,20,00,000.00",,
01-Apr-21,West Bengal,4-Wheelers,24,7640,"₹ 11,46,00,00,000.00",,
01-May-21,Andhra Pradesh,4-Wheelers,16,5831,"₹ 8,74,65,00,000.00",,
01-May-21,Goa,4-Wheelers,4,393,"₹ 58,95,00,000.00",,
01-May-21,Gujarat,4-Wheelers,29,15959,"₹ 23,93,85,00,000.00",,
01-May-21,Karnataka,4-Wheelers,2,646,"₹ 96,90,00,000.00",,
01-May-21,Kerala,4-Wheelers,48,5164,"₹ 7,74,60,00,000.00",,
01-May-21,Maharashtra,4-Wheelers,121,13528,"₹ 20,29,20,00,000.00",,
01-May-21,Puducherry,4-Wheelers,2,119,"₹ 17,85,00,000.00",,
01-May-21,Rajasthan,4-Wheelers,7,2756,"₹ 4,13,40,00,000.00",,
01-May-21,Tamil Nadu,4-Wheelers,14,3413,"₹ 5,11,95,00,000.00",,
01-May-21,Uttar Pradesh,4-Wheelers,3,14016,"₹ 21,02,40,00,000.00",,
01-May-21,West Bengal,4-Wheelers,6,3962,"₹ 5,94,30,00,000.00",,
01-Jun-21,Andhra Pradesh,4-Wheelers,39,6098,"₹ 9,14,70,00,000.00",,
01-Jun-21,Bihar,4-Wheelers,4,5692,"₹ 8,53,80,00,000.00",,
01-Jun-21,Chandigarh,4-Wheelers,12,2050,"₹ 3,07,50,00,000.00",,
01-Jun-21,Chhattisgarh,4-Wheelers,5,4526,"₹ 6,78,90,00,000.00",,
01-Jun-21,Delhi,4-Wheelers,148,12914,"₹ 19,37,10,00,000.00",,
01-Jun-21,Goa,4-Wheelers,14,749,"₹ 1,12,35,00,000.00",,
01-Jun-21,Gujarat,4-Wheelers,61,19359,"₹ 29,03,85,00,000.00",,
01-Jun-21,Haryana,4-Wheelers,4,13420,"₹ 20,13,00,00,000.00",,
01-Jun-21,Jharkhand,4-Wheelers,4,4405,"₹ 6,60,75,00,000.00",,
01-Jun-21,Karnataka,4-Wheelers,71,8030,"₹ 12,04,50,00,000.00",,
01-Jun-21,Kerala,4-Wheelers,140,10018,"₹ 15,02,70,00,000.00",,
01-Jun-21,Madhya Pradesh,4-Wheelers,13,12092,"₹ 18,13,80,00,000.00",,
01-Jun-21,Maharashtra,4-Wheelers,190,24817,"₹ 37,22,55,00,000.00",,
01-Jun-21,Odisha,4-Wheelers,2,3041,"₹ 4,56,15,00,000.00",,
01-Jun-21,Punjab,4-Wheelers,3,7126,"₹ 10,68,90,00,000.00",,
01-Jun-21,Rajasthan,4-Wheelers,34,12070,"₹ 18,10,50,00,000.00",,
01-Jun-21,Tamil Nadu,4-Wheelers,42,7793,"₹ 11,68,95,00,000.00",,
01-Jun-21,Uttar Pradesh,4-Wheelers,3,25704,"₹ 38,55,60,00,000.00",,
01-Jun-21,Uttarakhand,4-Wheelers,7,2972,"₹ 4,45,80,00,000.00",,
01-Jun-21,West Bengal,4-Wheelers,18,6316,"₹ 9,47,40,00,000.00",,
01-Jul-21,Andaman & Nicobar Island,4-Wheelers,8,176,"₹ 26,40,00,000.00",,
01-Jul-21,Andhra Pradesh,4-Wheelers,36,7877,"₹ 11,81,55,00,000.00",,
01-Jul-21,Bihar,4-Wheelers,5,5438,"₹ 8,15,70,00,000.00",,
01-Jul-21,Chandigarh,4-Wheelers,9,1916,"₹ 2,87,40,00,000.00",,
